,date,open,high,low,close,rangeoc,rangehl,returns,return_1,return_3,return_5,momentum_5,momentum_10,volatility_5,volatility_10,ma_10,ma_20,ma_ratio,price_ma_ratio,zscore,rsi,state,state_prob_0,state_prob_1,state_prob_2,regime,xgb_prob,xgb_signal,signal,position,strategy_return,trade,costs,net_return,equity
10,03-03-2017,8883.5,8907.099609,8860.099609,8897.549805,-0.2%,0.5%,-0.00024725,-0.00024722,0.00202151,-0.004692678,-0.000929879,0.001362365,0.00510966,0.004402563,8899.45498,8837.294971,1.007033828,0.999785922,0.853349121,60.81081081,1,0.190280751,0.809718558,6.91E-07,bull,0.22588378,0,0,0,0,0,0,0,100000
11,06-03-2017,8915.099609,8967.799805,8914,8963.450195,-0.5%,0.6%,0.007379283,0.007406577,0.001973037,0.007502782,0.00150898,0.001605185,0.005685682,0.00468224,8913.62998,8848.419971,1.007369678,1.005589217,1.594482603,64.79270406,0,0.459542393,0.540457546,6.10E-08,sideways,0.08538015,0,0,0,0,0,0,0,100000
12,07-03-2017,8977.75,8977.849609,8932.799805,8946.900391,0.3%,0.5%,-0.001848072,-0.001846365,0.005297946,0.007579259,0.001524132,0.000768746,0.005674342,0.004448362,8920.4,8855.7125,1.007304607,1.002970763,1.225028142,64.33610255,1,0.093782058,0.906217845,9.71E-08,bull,0.044080857,0,0,0,0,0,0,0,100000
13,08-03-2017,8950.700195,8957.049805,8891.950195,8924.299805,0.3%,0.7%,-0.002529276,-0.00252608,0.003006446,-0.002403363,-0.000472147,0.000193481,0.004745848,0.004467127,8922.04502,8863.5125,1.006603761,1.000252721,0.833225535,70.19416593,1,0.16751658,0.832483231,1.89E-07,bull,0.34516457,0,0,0,0,0,0,0,100000
14,09-03-2017,8914.5,8945.799805,8899.5,8927,-0.1%,0.5%,0.000302521,0.000302567,-0.004066536,0.003061884,0.000617896,9.87E-06,0.003965199,0.004415731,8922.05498,8871.41001,1.005708785,1.000554247,0.786227197,66.79435022,1,0.251380119,0.748619096,7.84E-07,bull,0.25997353,0,0,0,0,0,0,0,100000
15,10-03-2017,8953.700195,8975.700195,8903.950195,8934.549805,0.2%,0.8%,0.00084537,0.000845727,-0.001380432,0.004158448,0.000836485,-4.67E-05,0.0039356,0.004399374,8921.559961,8879.21748,1.004768718,1.001456006,0.808006789,63.84823718,1,0.149078805,0.850920649,5.46E-07,bull,0.11024391,0,0,0,0,0,0,0,100000
16,14-03-2017,9091.650391,9122.75,9060.5,9087,0.1%,0.7%,0.016919059,0.017062997,0.018231144,0.013783733,0.002767769,0.002138374,0.008115419,0.006639188,8940.589941,8893.88999,1.00525079,1.016375883,2.423563493,70.68065677,0,0.495194036,0.504805961,2.32E-09,sideways,0.18091835,0,0,0,0,0,0,0,100000
17,15-03-2017,9086.849609,9106.549805,9075.5,9084.799805,0.0%,0.3%,-0.000242155,-0.000242126,0.017676689,0.015413094,0.003088617,0.002306374,0.007916669,0.00654562,8961.109961,8907.87749,1.005975887,1.01380296,2.023347067,68.58907412,1,0.124352361,0.875647637,1.69E-09,bull,0.34268245,0,0,0,0,0,0,0,100000
18,16-03-2017,9129.650391,9158.450195,9128.549805,9153.700195,-0.3%,0.3%,0.007555525,0.00758414,0.02452842,0.025705142,0.005110661,0.002319257,0.007398246,0.006556997,8981.9,8925.94751,1.006268521,1.019127378,2.303057775,71.56704512,0,0.454366601,0.545633399,2.73E-10,sideways,0.07719221,0,0,0,0,0,0,0,100000
19,17-03-2017,9207.799805,9218.400391,9147.599609,9160.049805,0.5%,0.8%,0.000693425,0.000693666,0.008038935,0.026106173,0.005188881,0.002903388,0.007336513,0.006059186,9007.92998,8947.71499,1.00672965,1.016887323,2.119793571,71.22500804,1,0.159309538,0.84069046,2.62E-09,bull,0.3286444,0,0,0,0,0,0,0,100000
20,20-03-2017,9166.950195,9167.599609,9116.299805,9126.849609,0.4%,0.6%,-0.00363104,-0.003624456,0.004628589,0.021523167,0.004294844,0.002565665,0.008217559,0.006341832,9030.859961,8965.157471,1.007328649,1.010629071,1.626195889,72.56578532,1,0.212395109,0.78760487,2.18E-08,bull,0.64668465,1,1,0,0,0,0,0,100000
21,21-03-2017,9133.950195,9147.75,9087.200195,9121.5,0.1%,0.7%,-0.000586312,-0.00058614,-0.003517724,0.003796633,0.000765017,0.001766393,0.004141647,0.00616514,9046.664941,8980.147461,1.00740717,1.008272116,1.424027083,74.27738073,1,0.164465415,0.835534558,2.77E-08,bull,0.50874,1,0,1,-0.00058614,1,0.001,-0.00158614,99841.38602
22,22-03-2017,9047.200195,9072.900391,9019.299805,9030.450195,0.2%,0.6%,-0.010032043,-0.009981889,-0.014148352,-0.005982477,-0.001182936,0.000952841,0.006405506,0.00715256,9055.019922,8987.709961,1.007489111,0.997286618,0.441073755,58.09198587,0,0.51844231,0.48153727,2.04E-05,sideways,0.30043706,0,0,0,0,1,0.001,-0.001,99741.54464
23,23-03-2017,9048.75,9099.049805,9048.599609,9086.299805,-0.4%,0.6%,0.006165541,0.006184587,-0.004442914,-0.007363185,-0.001462846,0.001823907,0.005940308,0.007211971,9071.219922,8996.632471,1.008290597,1.001662388,0.920849902,67.50488876,1,0.111352694,0.888616694,3.06E-05,bull,0.24163164,0,0,0,0,0,0,0,99741.54464
24,24-03-2017,9104,9133.549805,9089.400391,9108,0.0%,0.5%,0.002385385,0.002388232,-0.00148002,-0.005682262,-0.001123933,0.002032474,0.006139117,0.00719322,9089.319922,9005.687451,1.009286628,1.002055168,1.03391679,69.0504184,1,0.180704798,0.81929432,8.82E-07,bull,0.13143519,0,0,0,0,0,0,0,99741.54464
25,27-03-2017,9093.450195,9094.849609,9024.650391,9045.200195,0.5%,0.8%,-0.006918896,-0.006895016,0.001633363,-0.008946068,-0.001778045,0.0012584,0.006626999,0.007731476,9100.384961,9010.972461,1.009922625,0.993935997,0.349070993,57.44196632,0,0.529257359,0.470678246,6.44E-05,sideways,0.27410296,0,0,0,0,0,0,0,99741.54464
26,28-03-2017,9081.5,9110.400391,9079.799805,9100.799805,-0.2%,0.3%,0.006128048,0.006146863,0.001595809,-0.002269385,-0.000431444,0.000166786,0.007549592,0.005775207,9101.764941,9021.177441,1.008933147,0.999893962,0.828217185,63.08001574,1,0.152255305,0.847738952,5.74E-06,bull,0.21561441,0,0,0,0,0,0,0,99741.54464
27,29-03-2017,9128.700195,9153.150391,9109.099609,9143.799805,-0.2%,0.5%,0.004713732,0.004724859,0.003930589,0.012551933,0.002509905,0.000663485,0.005479601,0.005947164,9107.664941,9034.387451,1.008110953,1.003967522,1.166666844,68.0302515,1,0.289045208,0.710954652,1.40E-07,bull,0.08497432,0,0,0,0,0,0,0,99741.54464
28,30-03-2017,9142.599609,9183.150391,9136.349609,9173.75,-0.3%,0.5%,0.003270112,0.003275465,0.014211936,0.009624401,0.001928081,0.000232617,0.005135521,0.00553162,9109.669922,9045.784961,1.007062401,1.007034292,1.329261053,69.4001339,1,0.261315353,0.738684617,3.04E-08,bull,0.27353144,0,0,0,0,0,0,0,99741.54464
29,31-03-2017,9158.900391,9191.700195,9152.099609,9173.75,-0.2%,0.4%,0,0,0.0080158,0.007218928,0.001450434,0.000163251,0.005192768,0.005529545,9111.039941,9059.484961,1.005690719,1.006882865,1.21742394,69.03249669,1,0.18363764,0.816362334,2.59E-08,bull,0.41459107,0,0,0,0,0,0,0,99741.54464
30,03-04-2017,9220.599609,9245.349609,9192.400391,9237.849609,-0.001867318,0.005731769,0.006962987,0.006987285,0.010285637,0.021298524,0.004226895,0.001224425,0.002753446,0.005736265,9122.139941,9076.499951,1.005028369,1.012684487,1.720105797,63.96629356,0,0.344565145,0.655434848,6.14E-09,sideways,0.046741772,0,0,0,0,0,0,0,99741.54464
31,05-04-2017,9264.400391,9273.900391,9215.400391,9265.150391,-8.09485E-05,0.006313983,0.002950959,0.002955318,0.009963253,0.018058917,0.003588586,0.001578571,0.002560239,0.005721366,9136.50498,9091.584961,1.004940835,1.014080374,1.75688513,65.95600928,1,0.263884937,0.736115055,7.24E-09,bull,0.028765198,0,0,0,0,0,0,0,99741.54464
32,06-04-2017,9245.799805,9267.950195,9218.849609,9261.950195,-0.001743735,0.005301323,-0.000345461,-0.000345401,0.00961441,0.012921367,0.002574533,0.002542219,0.00296913,0.004155017,9159.65498,9107.337451,1.005744547,1.011168021,1.552005322,60.83693756,1,0.130736944,0.86926296,9.57E-08,bull,0.04299189,0,0,0,0,0,0,0,99741.54464
33,07-04-2017,9223.700195,9250.5,9188.099609,9198.299805,0.002761422,0.006783905,-0.006895968,-0.006872245,-0.004281278,0.002676093,0.000544991,0.001236536,0.005084733,0.004872767,9170.85498,9121.037451,1.005461827,1.002992613,0.843051234,53.4351145,1,0.114514254,0.885485105,6.41E-07,bull,0.04881917,0,0,0,0,0,0,0,99741.54464
34,10-04-2017,9225.599609,9225.650391,9174.849609,9181.450195,0.004808545,0.00553298,-0.001833498,-0.001831818,-0.009033873,0.000839373,0.000178628,0.000814531,0.005198537,0.004944157,9178.2,9133.759961,1.00486547,1.000354121,0.594314882,55.05187316,1,0.212092749,0.787904651,2.60E-06,bull,0.27228037,0,0,0,0,0,0,0,99741.54464
35,11-04-2017,9184.549805,9242.700195,9172.849609,9237,-0.005678272,0.007562042,0.006031992,0.006050221,-0.002693838,-9.20E-05,-8.79E-06,0.002109055,0.004900033,0.004361697,9197.37998,9148.882471,1.005300922,1.004307751,1.289353203,59.77819814,0,0.423211548,0.576786735,1.72E-06,sideways,0.09285993,0,0,0,0,0,0,0,99741.54464
36,12-04-2017,9242.5,9246.400391,9161.799805,9203.450195,0.004242953,0.009192269,-0.003638723,-0.00363211,0.000559929,-0.006659384,-0.001326271,0.001131157,0.004788138,0.004451141,9207.64502,9154.70498,1.005782823,0.999544419,0.719478151,66.2258607,1,0.110426744,0.889560848,1.24E-05,bull,0.14355469,0,0,0,0,0,0,0,99741.54464
37,13-04-2017,9202.5,9202.650391,9144.950195,9150.799805,0.005649801,0.006305481,-0.005737149,-0.005720723,-0.003338295,-0.012000755,-0.002401335,8.66E-05,0.005105765,0.004730943,9208.34502,9158.00498,1.005496835,0.993750754,-0.109593925,56.08604949,1,0.317228083,0.680883546,0.001888372,bull,0.6001222,1,1,0,0,0,0,0,99741.54464
38,17-04-2017,9144.75,9160,9120.25,9139.299805,0.000596347,0.004349349,-0.001257511,-0.001256721,-0.010577048,-0.006414229,-0.00127823,-0.000366619,0.004452236,0.004606975,9204.9,9157.284961,1.00519969,0.99287334,-0.273029167,53.01133278,0,0.365211514,0.568158894,0.066629592,sideways,0.65631187,1,0,1,-0.001256721,1,0.001,-0.002256721,99516.45583
39,18-04-2017,9163,9217.900391,9095.450195,9105.150391,0.006353504,0.013448454,-0.003743544,-0.003736546,-0.010680756,-0.008310213,-0.001659176,-0.000740274,0.004590775,0.004723979,9198.040039,9154.53999,1.004751746,0.989901148,-0.738398987,56.10428868,2,0.331587074,0.41266498,0.255747947,bear,0.1403188,0,-1,0,0,1,0.001,-0.001,99416.93937
40,19-04-2017,9112.200195,9120.5,9075.150391,9103.5,0.000955698,0.004981558,-0.000181275,-0.000181259,-0.005168926,-0.014452744,-0.002905472,-0.001457128,0.00219568,0.00389162,9184.605078,9153.37251,1.003412138,0.991169454,-0.737800561,50.30887574,2,0.205817603,0.467974206,0.326208191,bear,0.5903109,1,0,-1,0.000181259,1,0.001,-0.000818741,99335.54265
