run_id,n_components,long_threshold,short_threshold,xgb_params,feature_config,sharpe,sortino,calmar,max_drawdown,cagr,profit_factor,win_rate,expectancy,num_trades,brier_score,feature_importance,score
45833405,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",2.6953115216980317,2.171532236353394,11.009322219409874,-0.017668358707181867,0.19451665409548125,2.251423085534395,0.4166666666666667,60.041829427083336,12,0.25605430289634945,"{'open': np.float32(0.034863137), 'high': np.float32(0.040765263), 'low': np.float32(0.027009664), 'close': np.float32(0.042622466), 'volume': np.float32(0.03220754), 'returns': np.float32(0.050719216), 'return_1': np.float32(0.045789026), 'return_3': np.float32(0.03040083), 'return_5': np.float32(0.037935447), 'momentum_5': np.float32(0.027468903), 'momentum_10': np.float32(0.034323577), 'volatility_5': np.float32(0.032202415), 'volatility_10': np.float32(0.049737927), 'ma_10': np.float32(0.038706195), 'ma_20': np.float32(0.041414067), 'ma_ratio': np.float32(0.027121007), 'price_ma_ratio': np.float32(0.03674218), 'zscore': np.float32(0.04339041), 'rsi': np.float32(0.040983133), 'rangeocp': np.float32(0.039806426), 'rangehlp': np.float32(0.048532665), 'vwap_d': np.float32(0.039630413), 'atrr_14': np.float32(0.036799945), 'state_prob_0': np.float32(0.05453362), 'state_prob_1': np.float32(0.066294506)}",10.775021820864824
3c1af34a,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",1.652339505454138,2.0600226804337787,5.5805593019230235,-0.014404511930360976,0.08038523304263712,1.4335262132534674,0.7272727272727273,26.47265625,11,0.323167116241486,"{'open': np.float32(0.04108069), 'high': np.float32(0.040548805), 'low': np.float32(0.03544243), 'close': np.float32(0.045547705), 'volume': np.float32(0.032787476), 'returns': np.float32(0.047147714), 'return_1': np.float32(0.0362603), 'return_3': np.float32(0.036232438), 'return_5': np.float32(0.039800704), 'momentum_5': np.float32(0.042938843), 'momentum_10': np.float32(0.03083099), 'volatility_5': np.float32(0.030997919), 'volatility_10': np.float32(0.036365323), 'ma_10': np.float32(0.03846469), 'ma_20': np.float32(0.036996853), 'ma_ratio': np.float32(0.032323487), 'price_ma_ratio': np.float32(0.03491898), 'zscore': np.float32(0.04358708), 'rsi': np.float32(0.03890734), 'rangeocp': np.float32(0.03772697), 'rangehlp': np.float32(0.039316725), 'vwap_d': np.float32(0.07000266), 'atrr_14': np.float32(0.035479084), 'state_prob_0': np.float32(0.047564175), 'state_prob_1': np.float32(0.048730645)}",5.372492424625252
ae6d0486,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",-0.3961846334339324,-0.33374915990672327,-0.6933366745185421,-0.03949553063290338,-0.027383699867362443,1.8756003437758042,0.625,76.11181640625,8,0.37614206134104056,"{'open': np.float32(0.031419914), 'high': np.float32(0.039206594), 'low': np.float32(0.026746495), 'close': np.float32(0.047090143), 'volume': np.float32(0.03976156), 'returns': np.float32(0.04816443), 'return_1': np.float32(0.039956115), 'return_3': np.float32(0.027877854), 'return_5': np.float32(0.030512474), 'momentum_5': np.float32(0.031463146), 'momentum_10': np.float32(0.030466823), 'volatility_5': np.float32(0.030649366), 'volatility_10': np.float32(0.029695813), 'ma_10': np.float32(0.031241812), 'ma_20': np.float32(0.0374227), 'ma_ratio': np.float32(0.03245213), 'price_ma_ratio': np.float32(0.035123795), 'zscore': np.float32(0.052290466), 'rsi': np.float32(0.046709046), 'rangeocp': np.float32(0.043357354), 'rangehlp': np.float32(0.031236727), 'vwap_d': np.float32(0.05824303), 'atrr_14': np.float32(0.044702817), 'state_prob_0': np.float32(0.063002415), 'state_prob_1': np.float32(0.071206905)}",3.702567725317747
cddef39f,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",2.07763758409434,4.411689860738974,19.915446344106225,-0.013160177511248579,0.2620908091041845,0.176168893129771,0.2857142857142857,-88.65011160714286,14,0.26797065364185246,"{'open': np.float32(0.03256627), 'high': np.float32(0.03414801), 'low': np.float32(0.032879822), 'close': np.float32(0.038178623), 'volume': np.float32(0.034359798), 'returns': np.float32(0.03913556), 'return_1': np.float32(0.045015287), 'return_3': np.float32(0.035576727), 'return_5': np.float32(0.028790446), 'momentum_5': np.float32(0.024164295), 'momentum_10': np.float32(0.0291118), 'volatility_5': np.float32(0.034237906), 'volatility_10': np.float32(0.03831382), 'ma_10': np.float32(0.033644494), 'ma_20': np.float32(0.03428046), 'ma_ratio': np.float32(0.031779714), 'price_ma_ratio': np.float32(0.028982203), 'zscore': np.float32(0.03780861), 'rsi': np.float32(0.048534222), 'rangeocp': np.float32(0.033852138), 'rangehlp': np.float32(0.03226358), 'vwap_d': np.float32(0.047022086), 'atrr_14': np.float32(0.033116624), 'state_prob_0': np.float32(0.0461974), 'state_prob_1': np.float32(0.1460401)}",-1.3671311207933456
b2c0e5b9,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",2.392520004960833,1.5371463163515446,9.791987110159582,-0.014861029054492872,0.14551900494530123,3.835345833201969,0.5714285714285714,175.64983258928572,7,0.3115737897308058,"{'open': np.float32(0.0337206), 'high': np.float32(0.045226414), 'low': np.float32(0.031038862), 'close': np.float32(0.047509253), 'volume': np.float32(0.027789265), 'returns': np.float32(0.03283034), 'return_1': np.float32(0.043813486), 'return_3': np.float32(0.026573725), 'return_5': np.float32(0.046158284), 'momentum_5': np.float32(0.06374022), 'momentum_10': np.float32(0.03625994), 'volatility_5': np.float32(0.032950886), 'volatility_10': np.float32(0.041846722), 'ma_10': np.float32(0.03944903), 'ma_20': np.float32(0.039300833), 'ma_ratio': np.float32(0.031470496), 'price_ma_ratio': np.float32(0.040618267), 'zscore': np.float32(0.061873086), 'rsi': np.float32(0.039413255), 'rangeocp': np.float32(0.03816632), 'rangehlp': np.float32(0.035402235), 'vwap_d': np.float32(0.03178823), 'atrr_14': np.float32(0.03751375), 'state_prob_0': np.float32(0.054568287), 'state_prob_1': np.float32(0.040978294)}",10.955649620027602
2f923752,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",-2.303323872771778,-2.54007671232165,-2.983561096862988,-0.03941517453133825,-0.11759758135776566,0.6986701113483832,0.45,-30.86748046875,20,0.32135431149337956,"{'open': np.float32(0.041050177), 'high': np.float32(0.040616807), 'low': np.float32(0.038067356), 'close': np.float32(0.032909602), 'volume': np.float32(0.039001446), 'returns': np.float32(0.051119093), 'return_1': np.float32(0.03193224), 'return_3': np.float32(0.037793234), 'return_5': np.float32(0.037350576), 'momentum_5': np.float32(0.031853933), 'momentum_10': np.float32(0.037048314), 'volatility_5': np.float32(0.03424602), 'volatility_10': np.float32(0.046859667), 'ma_10': np.float32(0.04100462), 'ma_20': np.float32(0.037425824), 'ma_ratio': np.float32(0.028712992), 'price_ma_ratio': np.float32(0.03186267), 'zscore': np.float32(0.051530525), 'rsi': np.float32(0.03870302), 'rangeocp': np.float32(0.045266286), 'rangehlp': np.float32(0.052611634), 'vwap_d': np.float32(0.022960989), 'atrr_14': np.float32(0.040608387), 'state_prob_0': np.float32(0.072444566), 'state_prob_1': np.float32(0.037019998)}",-5.110961869094922
a6d378f5,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",3.165767308445909,4.111375557108753,9.140319979518997,-0.021292376357764424,0.1946191330343121,1.1201746402939856,0.47058823529411764,11.985294117647058,17,0.23319298584956089,"{'open': np.float32(0.026732538), 'high': np.float32(0.038224474), 'low': np.float32(0.040149007), 'close': np.float32(0.04361399), 'volume': np.float32(0.028590923), 'returns': np.float32(0.032700676), 'return_1': np.float32(0.035454355), 'return_3': np.float32(0.034121566), 'return_5': np.float32(0.027521467), 'momentum_5': np.float32(0.06545865), 'momentum_10': np.float32(0.03431576), 'volatility_5': np.float32(0.029308707), 'volatility_10': np.float32(0.04155244), 'ma_10': np.float32(0.060811646), 'ma_20': np.float32(0.04085432), 'ma_ratio': np.float32(0.028994743), 'price_ma_ratio': np.float32(0.034188356), 'zscore': np.float32(0.06834207), 'rsi': np.float32(0.03501818), 'rangeocp': np.float32(0.026741864), 'rangehlp': np.float32(0.03980293), 'vwap_d': np.float32(0.050649542), 'atrr_14': np.float32(0.03285983), 'state_prob_0': np.float32(0.049961776), 'state_prob_1': np.float32(0.05403009)}",5.824648173605326
65e0e4b0,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'vwap': True}",3.2438286166298784,4.4445256588231485,7.867874865074134,-0.02085544093174682,0.1640879995069291,0.4582986024634947,0.4,-76.75013020833333,15,0.2267935451911204,"{'open': np.float32(0.024392447), 'high': np.float32(0.03759964), 'low': np.float32(0.039413437), 'close': np.float32(0.04587513), 'volume': np.float32(0.02892531), 'returns': np.float32(0.030117264), 'return_1': np.float32(0.04938489), 'return_3': np.float32(0.040671796), 'return_5': np.float32(0.04186149), 'momentum_5': np.float32(0.03898715), 'momentum_10': np.float32(0.034853343), 'volatility_5': np.float32(0.034627035), 'volatility_10': np.float32(0.042136904), 'ma_10': np.float32(0.052012462), 'ma_20': np.float32(0.032367054), 'ma_ratio': np.float32(0.03254705), 'price_ma_ratio': np.float32(0.044359475), 'zscore': np.float32(0.06513692), 'rsi': np.float32(0.049330216), 'rangeocp': np.float32(0.03785292), 'rangehlp': np.float32(0.035297915), 'vwap_d': np.float32(0.035339933), 'atrr_14': np.float32(0.027233604), 'state_prob_0': np.float32(0.056357525), 'state_prob_1': np.float32(0.043319065)}",-3.40676698431115
b5e78d41,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'atr': True}",-1.849516452120574,-1.5096746258112477,-2.845866911025504,-0.033659594930011805,-0.0957907274498424,0.0,0.0,-81.04134114583333,6,0.42120239900652134,"{'open': np.float32(0.041376073), 'high': np.float32(0.046607193), 'low': np.float32(0.04357316), 'close': np.float32(0.03898794), 'volume': np.float32(0.04129871), 'returns': np.float32(0.04049256), 'return_1': np.float32(0.0), 'return_3': np.float32(0.040810723), 'return_5': np.float32(0.03679467), 'momentum_5': np.float32(0.055555265), 'momentum_10': np.float32(0.037338007), 'volatility_5': np.float32(0.03808548), 'volatility_10': np.float32(0.0396435), 'ma_10': np.float32(0.041050773), 'ma_20': np.float32(0.039747003), 'ma_ratio': np.float32(0.03833425), 'price_ma_ratio': np.float32(0.036384627), 'zscore': np.float32(0.05793673), 'rsi': np.float32(0.043187324), 'rangeocp': np.float32(0.03206708), 'rangehlp': np.float32(0.0516273), 'vwap_d': np.float32(0.021673106), 'atrr_14': np.float32(0.044028107), 'state_prob_0': np.float32(0.038074285), 'state_prob_1': np.float32(0.05532609)}",-4.907342024344703
c8216a37,2,0.66,0.34,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True, 'atr': True}",-2.6341652946392613,-2.1626109888918563,-2.318289849835096,-0.05287871753294936,-0.12258819412893363,0.35382324203359916,0.5,-30.0311279296875,8,0.32816036048894737,"{'open': np.float32(0.029299993), 'high': np.float32(0.030126171), 'low': np.float32(0.039350703), 'close': np.float32(0.03639646), 'volume': np.float32(0.03708489), 'returns': np.float32(0.041523267), 'return_1': np.float32(0.055662706), 'return_3': np.float32(0.037909474), 'return_5': np.float32(0.041320547), 'momentum_5': np.float32(0.045071654), 'momentum_10': np.float32(0.03832122), 'volatility_5': np.float32(0.040946748), 'volatility_10': np.float32(0.037811622), 'ma_10': np.float32(0.036980424), 'ma_20': np.float32(0.03236017), 'ma_ratio': np.float32(0.041167673), 'price_ma_ratio': np.float32(0.048291773), 'zscore': np.float32(0.051289942), 'rsi': np.float32(0.05113221), 'rangeocp': np.float32(0.041003685), 'rangehlp': np.float32(0.037830565), 'vwap_d': np.float32(0.023851644), 'atrr_14': np.float32(0.037314434), 'state_prob_0': np.float32(0.054185163), 'state_prob_1': np.float32(0.033766873)}",-2.442994604943034
