run_id,n_components,long_threshold,short_threshold,xgb_params,feature_config,sharpe,sortino,calmar,max_drawdown,cagr,profit_factor,win_rate,expectancy,num_trades
17261124,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",-1.656666010716994,-1.234433112331347,-2.735624937539006,-0.030688803679673325,-0.08395305664935315,0.1075198914357845,0.25,-57.4810791015625,8
36bc0b47,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",0.43783270651836986,0.30795146236109705,1.110487692612675,-0.020145713979350516,0.022371567432963868,0.3946227762786779,0.16666666666666666,-32.279296875,12
356c5a84,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",1.6459876827878872,1.8170740622833492,7.526110023984131,-0.007198524013459061,0.05417688373558471,0.3033483373546947,0.2,-76.7501953125,5
58342e13,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",2.121435367745667,2.4139655539564906,6.2900680464572565,-0.024041907220515243,0.15122523238365293,5.265388409900056,0.5555555555555556,64.73893229166667,9
2241e78c,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",0.20848224376132843,0.2296678329403499,0.31110438002285123,-0.05037853652619868,0.015672983372441607,0.6724917323474259,0.5,-19.358506944444443,18
74ac50bc,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",-0.16684959529711293,-0.1194888576998709,-0.324094626760465,-0.06825292559927652,-0.022120406447407315,0.6211461578008286,0.4375,-19.11553955078125,16
0fd9cd42,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",-0.7189975609789846,-0.4629785917596945,-1.3884007790926682,-0.0662503366283518,-0.09198201898995517,0.5167251361298237,0.6428571428571429,-39.15736607142857,14
2bd06dbe,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",1.7883957145423497,2.8051819970336704,7.251046107498339,-0.10883924177639852,0.789198360425825,2.328461803030047,0.6,115.044921875,10
417905e5,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",-1.5005266027399422,-2.0673534214293916,-1.6274308452910002,-0.09191093109911497,-0.14957868429011556,1.4361458501826108,0.5,17.867954799107142,14
e63768ee,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",2.171516204768194,1.0626559018084527,5.0305646003422675,-0.019890470099493168,0.10006029476667666,1.755533262679298,0.6363636363636364,41.45472301136363,11
0825d40c,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",1.5533224699924064,2.4570901863742094,7.935628789953187,-0.006130201191218964,0.048647001061242534,0.16123624208956902,0.3333333333333333,-104.47509765625,6
1732c013,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",1.3598685182817256,2.2028682730666547,4.678456560085562,-0.03125319490920925,0.14621671474662268,0.5645089253993744,0.46153846153846156,-64.45778245192308,13
a1d93aea,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",0.35777232312438373,0.28944298895586157,0.6248861713410944,-0.055256035279271365,0.03452873232915232,1.1641090646624317,0.5,15.939104352678571,14
f8845fe8,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",1.6233911594910628,1.8731796465023143,5.171277187670763,-0.03655445011706293,0.1890331939982164,1.846457387257549,0.5,59.10850694444444,18
43f806bf,2,0.6,0.4,"{'max_depth': 5, 'learning_rate': 0.05}","{'returns': True, 'momentum': True}",3.9762179829768787,3.986621085977843,10.614641666700935,-0.02905984017046137,0.30845979030104886,1.4297322415564762,0.5714285714285714,35.414481026785715,14
